time,average_temperature(°C),average_humidity(%),average_co2(ppm),average_illumination(lux)
2024-04-21 12:00:00,23.88666666666667,52.5,519.9555555555555,44.18333333333333
2024-04-21 13:00:00,24.08014981273408,52.252808988764045,532.8222222222222,67.0
2024-04-21 14:00:00,24.202962962962964,52.05277777777778,544.4222222222222,66.9
2024-04-21 15:00:00,23.814044943820228,50.80337078651685,649.0277777777777,67.0
2024-04-21 16:00:00,23.57462962962963,50.81666666666667,756.2944444444444,67.0
2024-04-21 17:00:00,23.499063670411985,50.556179775280896,792.4888888888889,66.95555555555556
2024-04-21 18:00:00,23.381851851851852,50.34351851851852,760.8333333333334,67.0
2024-04-21 19:00:00,23.44569288389513,50.291198501872664,735.1388888888889,66.92222222222223
2024-04-21 20:00:00,23.78314814814815,50.30555555555556,648.0055555555556,67.0
2024-04-21 21:00:00,24.05388888888889,50.24722222222222,642.4444444444445,66.96666666666667
2024-04-21 22:00:00,24.184644194756554,49.59737827715356,611.7222222222223,67.0
2024-04-21 23:00:00,24.19592592592593,48.88981481481481,561.2444444444444,67.0
2024-04-22 00:00:00,24.188764044943824,48.535580524344574,537.0611111111111,67.0
2024-04-22 01:00:00,24.13740740740741,48.486111111111114,524.8555555555555,61.96666666666667
2024-04-22 02:00:00,24.040262172284645,48.554307116104866,519.4,0.0
2024-04-22 03:00:00,23.88857677902622,48.70505617977528,514.0777777777778,0.0
2024-04-22 04:00:00,23.762222222222228,48.93888888888889,511.7722222222222,0.0
2024-04-22 05:00:00,23.691011235955056,49.00187265917603,508.14444444444445,0.0
2024-04-22 06:00:00,23.627407407407407,48.99444444444445,508.0444444444445,1.3333333333333333
2024-04-22 07:00:00,23.603558052434458,49.0,514.5333333333333,10.883333333333333
2024-04-22 08:00:00,23.487222222222222,48.67777777777778,523.0,45.6
2024-04-22 09:00:00,23.779400749063672,50.38483146067416,817.688888888889,66.23333333333333
2024-04-22 10:00:00,24.192696629213483,49.87827715355806,877.0166666666667,67.0
2024-04-22 11:00:00,24.357954545454547,49.00284090909091,955.3166666666667,66.12777777777778
2024-04-22 12:00:00,24.241851851851855,47.666666666666664,765.1555555555556,66.66666666666667
2024-04-22 13:00:00,24.489814814814817,49.18796296296296,1014.2833333333333,65.65555555555555
2024-04-22 14:00:00,25.130898876404494,49.31928838951311,1192.3833333333334,66.43333333333334
2024-04-22 15:00:00,25.351310861423222,47.73314606741573,1086.0944444444444,65.73333333333333
2024-04-22 16:00:00,25.181439393939396,46.375,1151.2777777777778,66.22777777777777
2024-04-22 17:00:00,24.814814814814817,46.583333333333336,1246.7444444444445,66.77777777777777
2024-04-22 18:00:00,24.479026217228462,45.68258426966292,990.2388888888889,66.65555555555555
2024-04-22 19:00:00,24.10240740740741,44.339814814814815,667.9777777777778,70.03888888888888
2024-04-22 20:00:00,24.16104868913858,44.325842696629216,690.161111111111,71.03333333333333
2024-04-22 21:00:00,23.973408239700372,42.68913857677903,644.6444444444444,66.58333333333333
2024-04-22 22:00:00,23.807777777777776,42.32037037037037,581.7555555555556,66.9
2024-04-22 23:00:00,23.533146067415732,42.78932584269663,538.25,66.77777777777777
2024-04-23 00:00:00,23.308522727272727,43.32954545454545,518.1833333333333,56.35
2024-04-23 01:00:00,23.14868913857678,43.47940074906367,504.7,0.0
2024-04-23 02:00:00,22.784814814814812,43.343518518518515,499.53333333333336,0.0
2024-04-23 03:00:00,22.557677902621723,42.9316479400749,499.31666666666666,0.0
2024-04-23 04:00:00,22.407222222222224,42.791666666666664,497.46666666666664,0.0
2024-04-23 05:00:00,22.330185185185186,43.092592592592595,497.85,0.0
2024-04-23 06:00:00,22.33125,42.97159090909091,498.2111111111111,1.7
2024-04-23 07:00:00,22.127222222222223,43.077777777777776,505.3666666666667,39.483333333333334
2024-04-23 08:00:00,22.2438202247191,42.8623595505618,509.3833333333333,66.73333333333333
2024-04-23 09:00:00,22.402037037037037,44.61018518518518,727.6666666666666,66.01666666666667
2024-04-23 10:00:00,22.805555555555557,45.06417624521073,838.6277777777777,65.06666666666666
2024-04-23 11:00:00,23.640185185185185,46.18611111111111,1141.9222222222222,64.93333333333334
2024-04-23 12:00:00,23.565925925925928,44.82037037037037,873.3277777777778,65.0
2024-04-23 13:00:00,23.419101123595507,45.72003745318352,1083.788888888889,65.44444444444444
2024-04-23 14:00:00,23.350925925925928,47.15277777777778,1316.0777777777778,65.9
2024-04-23 15:00:00,23.28370786516854,47.16573033707865,1381.0,64.96666666666667
2024-04-23 16:00:00,23.2112962962963,47.66018518518519,1361.3055555555554,66.5
2024-04-23 17:00:00,23.26534090909091,48.209280303030305,1414.9944444444445,67.54444444444444
2024-04-23 18:00:00,23.19925925925926,48.23148148148148,1403.9444444444446,63.77777777777778
2024-04-23 19:00:00,22.758045977011495,47.33620689655172,1066.7,66.96666666666667
2024-04-23 20:00:00,22.487827715355806,47.68071161048689,810.3666666666667,66.9
2024-04-23 21:00:00,22.25777777777778,49.891666666666666,699.6666666666666,66.73333333333333
2024-04-23 22:00:00,22.18011363636364,50.0625,732.0777777777778,66.93333333333334
2024-04-23 23:00:00,22.22041198501873,49.32022471910113,727.7888888888889,66.96666666666667
2024-04-24 00:00:00,22.291573033707866,49.08426966292135,664.8888888888889,26.733333333333334
2024-04-24 01:00:00,22.644444444444446,48.61944444444445,581.5555555555555,0.0
2024-04-24 02:00:00,22.839700374531834,48.208801498127336,545.4166666666666,0.0
2024-04-24 03:00:00,22.933520599250937,47.95599250936329,524.4555555555555,0.0
2024-04-24 04:00:00,22.984269662921346,47.76685393258427,516.6833333333333,0.0
2024-04-24 05:00:00,23.005243445692884,47.56460674157304,508.51666666666665,0.0
2024-04-24 06:00:00,23.021161048689137,47.2874531835206,507.0,20.883333333333333
2024-04-24 07:00:00,23.14662921348315,47.17977528089887,514.3833333333333,66.83333333333333
2024-04-24 08:00:00,23.235370370370372,47.04907407407408,533.7,66.93333333333334
2024-04-24 09:00:00,23.424719101123596,48.90636704119851,757.1,66.33333333333333
2024-04-24 10:00:00,23.968888888888888,49.49259259259259,929.4222222222222,66.17777777777778
2024-04-24 11:00:00,24.345318352059927,48.85112359550562,943.561111111111,66.4
2024-04-24 12:00:00,24.23648148148148,48.321296296296296,693.3,66.11111111111111
2024-04-24 13:00:00,24.356851851851854,48.58981481481481,860.6722222222222,66.76666666666667
2024-04-24 14:00:00,24.680149812734083,46.90355805243446,1036.5444444444445,66.87777777777778
2024-04-24 15:00:00,24.62685185185185,45.601851851851855,1121.7722222222221,68.56111111111112
2024-04-24 16:00:00,24.842883895131088,42.046816479400746,980.438888888889,70.55555555555556
2024-04-24 17:00:00,25.032037037037036,40.65833333333333,990.0555555555555,67.54444444444444
