time,value,place,location,device
2024-05-09 00:01:00,813.0,class_a,main,gems-3500
2024-05-09 00:02:00,818.0,class_a,main,gems-3500
2024-05-09 00:03:00,825.0,class_a,main,gems-3500
2024-05-09 00:04:00,1027.0,class_a,main,gems-3500
2024-05-09 00:05:00,1038.0,class_a,main,gems-3500
2024-05-09 00:06:00,1055.0,class_a,main,gems-3500
2024-05-09 00:07:00,1065.0,class_a,main,gems-3500
2024-05-09 00:08:00,1053.0,class_a,main,gems-3500
2024-05-09 00:09:00,1048.0,class_a,main,gems-3500
2024-05-09 00:10:00,1073.0,class_a,main,gems-3500
2024-05-09 00:11:00,1090.0,class_a,main,gems-3500
2024-05-09 00:12:00,1034.0,class_a,main,gems-3500
2024-05-09 00:13:00,981.0,class_a,main,gems-3500
2024-05-09 00:14:00,979.0,class_a,main,gems-3500
2024-05-09 00:15:00,988.0,class_a,main,gems-3500
2024-05-09 00:16:00,938.0,class_a,main,gems-3500
2024-05-09 00:17:00,936.0,class_a,main,gems-3500
2024-05-09 00:18:00,839.0,class_a,main,gems-3500
2024-05-09 00:19:00,832.0,class_a,main,gems-3500
2024-05-09 00:20:00,816.0,class_a,main,gems-3500
2024-05-09 00:21:00,816.0,class_a,main,gems-3500
2024-05-09 00:22:00,837.0,class_a,main,gems-3500
2024-05-09 00:23:00,837.0,class_a,main,gems-3500
2024-05-09 00:24:00,832.0,class_a,main,gems-3500
2024-05-09 00:25:00,846.0,class_a,main,gems-3500
2024-05-09 00:26:00,851.0,class_a,main,gems-3500
2024-05-09 00:27:00,875.0,class_a,main,gems-3500
2024-05-09 00:28:00,909.0,class_a,main,gems-3500
2024-05-09 00:29:00,906.0,class_a,main,gems-3500
2024-05-09 00:30:00,875.0,class_a,main,gems-3500
2024-05-09 00:31:00,868.0,class_a,main,gems-3500
2024-05-09 00:32:00,870.0,class_a,main,gems-3500
2024-05-09 00:33:00,880.0,class_a,main,gems-3500
2024-05-09 00:34:00,863.0,class_a,main,gems-3500
2024-05-09 00:35:00,854.0,class_a,main,gems-3500
2024-05-09 00:36:00,854.0,class_a,main,gems-3500
2024-05-09 00:37:00,862.0,class_a,main,gems-3500
