time,cumulative,average_temperature(°C),average_humidity(%),average_co2(ppm),average_illumination(lux)
2024-05-02 07:00:00,1.758,3.133,3.679,6.236,1.517
2024-05-02 08:00:00,1.758,3.133,3.688,6.258,3.869
2024-05-02 09:00:00,1.758,3.137,3.7,6.31,4.148
2024-05-02 10:00:00,2.101,3.156,3.735,6.712,4.167
2024-05-02 11:00:00,2.15,3.179,3.691,6.835,4.161
2024-05-02 12:00:00,1.692,3.186,3.646,6.654,4.174
2024-05-02 13:00:00,1.947,3.182,3.608,6.438,4.187
2024-05-02 14:00:00,2.182,3.171,3.665,6.854,4.194
2024-05-02 15:00:00,2.076,3.16,3.71,7.076,4.226
2024-05-02 16:00:00,2.049,3.164,3.743,7.133,4.205
2024-05-02 17:00:00,2.015,3.178,3.776,7.263,4.199
2024-05-02 18:00:00,1.988,3.187,3.784,7.335,4.182
2024-05-02 19:00:00,1.342,3.181,3.751,7.053,4.217
2024-05-02 20:00:00,1.66,3.16,3.734,6.693,4.234
2024-05-02 21:00:00,2.353,3.154,3.751,6.64,4.228
2024-05-02 22:00:00,2.759,3.161,3.768,6.739,4.233
2024-05-02 23:00:00,2.759,3.162,3.766,6.651,4.231
2024-05-03 00:00:00,2.759,3.156,3.768,6.592,4.163
2024-05-03 01:00:00,2.759,3.145,3.766,6.471,0.0
2024-05-03 02:00:00,2.759,3.13,3.765,6.369,0.539
2024-05-03 03:00:00,2.759,3.12,3.772,6.311,0.0
2024-05-03 04:00:00,2.759,3.114,3.778,6.283,0.0
2024-05-03 05:00:00,2.759,3.11,3.776,6.278,0.0
2024-05-03 06:00:00,2.759,3.104,3.777,6.274,-0.811
2024-05-03 07:00:00,2.759,3.097,3.786,6.271,0.389
2024-05-03 08:00:00,2.759,3.094,3.797,6.286,1.629
2024-05-03 09:00:00,2.759,3.094,3.805,6.322,4.029
2024-05-03 10:00:00,2.954,3.118,3.844,6.703,4.171
2024-05-03 11:00:00,3.177,3.152,3.847,6.911,4.18
2024-05-03 12:00:00,2.284,3.172,3.816,6.946,4.188
2024-05-03 13:00:00,2.655,3.167,3.79,6.69,4.204
2024-05-03 14:00:00,2.996,3.174,3.762,6.86,4.189
2024-05-03 15:00:00,2.738,3.198,3.728,6.894,4.227
2024-05-03 16:00:00,2.883,3.202,3.699,6.82,4.246
2024-05-03 17:00:00,2.837,3.202,3.717,6.845,4.234
2024-05-03 18:00:00,3.042,3.207,3.714,6.851,4.194
2024-05-03 19:00:00,2.782,3.193,3.705,6.8,4.168
2024-05-03 20:00:00,2.393,3.185,3.697,6.686,4.176
2024-05-03 21:00:00,1.7,3.175,3.688,6.491,4.175
2024-05-03 22:00:00,1.7,3.169,3.676,6.424,4.196
2024-05-03 23:00:00,1.7,3.165,3.682,6.454,4.193
2024-05-04 00:00:00,1.7,3.16,3.704,6.423,4.181
2024-05-04 01:00:00,1.7,3.156,3.706,6.38,3.488
2024-05-04 02:00:00,1.7,3.16,3.694,6.315,0.0
2024-05-04 03:00:00,1.7,3.16,3.688,6.281,0.0
2024-05-04 04:00:00,1.7,3.16,3.694,6.272,0.0
2024-05-04 05:00:00,1.7,3.157,3.695,6.277,0.0
2024-05-04 06:00:00,1.7,3.156,3.689,6.266,-1.02
2024-05-04 07:00:00,1.7,3.153,3.695,6.271,0.524
2024-05-04 08:00:00,1.7,3.152,3.692,6.268,0.0
2024-05-04 09:00:00,1.7,3.151,3.686,6.258,0.0
2024-05-04 10:00:00,1.7,3.158,3.688,6.254,0.0
2024-05-04 11:00:00,1.7,3.171,3.676,6.244,0.0
2024-05-04 12:00:00,1.7,3.18,3.705,6.226,0.0
2024-05-04 13:00:00,1.7,3.184,3.767,6.221,0.0
2024-05-04 14:00:00,1.7,3.193,3.789,6.252,4.219
2024-05-04 15:00:00,1.7,3.206,3.788,6.269,4.234
2024-05-04 16:00:00,2.547,3.219,3.79,6.28,4.232
2024-05-04 17:00:00,2.413,3.209,3.795,6.391,4.237
2024-05-04 18:00:00,2.636,3.205,3.794,6.402,4.199
2024-05-04 19:00:00,2.636,3.193,3.79,6.427,4.185
2024-05-04 20:00:00,1.538,3.182,3.806,6.454,4.208
2024-05-04 21:00:00,1.25,3.172,3.827,6.393,4.196
2024-05-04 22:00:00,2.636,3.161,3.812,6.312,4.176
2024-05-04 23:00:00,2.636,3.154,3.806,6.394,4.18
2024-05-05 00:00:00,2.636,3.154,3.819,6.514,4.193
2024-05-05 01:00:00,2.636,3.159,3.815,6.483,1.969
2024-05-05 02:00:00,2.636,3.17,3.815,6.389,0.0
2024-05-05 03:00:00,2.636,3.175,3.828,6.348,0.0
2024-05-05 04:00:00,2.636,3.178,3.835,6.326,0.0
2024-05-05 05:00:00,2.636,3.18,3.849,6.303,0.0
2024-05-05 06:00:00,2.636,3.182,3.861,6.279,0.0
2024-05-05 07:00:00,2.636,3.184,3.885,6.26,-1.02
2024-05-05 08:00:00,2.636,3.184,3.907,6.24,0.676
2024-05-05 09:00:00,2.636,3.185,3.912,6.231,0.693
2024-05-05 10:00:00,2.636,3.185,3.911,6.219,0.362
2024-05-05 11:00:00,2.636,3.186,3.925,6.221,0.312
2024-05-05 12:00:00,3.042,3.19,3.947,6.243,4.127
2024-05-05 13:00:00,2.349,3.198,3.963,6.263,4.175
2024-05-05 14:00:00,2.754,3.203,3.98,6.263,4.195
2024-05-05 15:00:00,3.314,3.206,3.989,6.284,4.11
2024-05-05 16:00:00,3.314,3.206,3.992,6.406,0.0
2024-05-05 17:00:00,3.671,3.202,4.014,6.486,2.804
2024-05-05 18:00:00,3.671,3.205,4.031,6.522,0.741
2024-05-05 19:00:00,3.516,3.206,4.039,6.564,0.71
2024-05-05 20:00:00,3.699,3.201,4.033,6.529,0.693
2024-05-05 21:00:00,3.699,3.162,3.982,6.589,0.709
2024-05-05 22:00:00,3.188,3.145,3.987,6.589,0.693
2024-05-05 23:00:00,3.188,3.137,3.996,6.605,0.693
2024-05-06 00:00:00,3.188,3.131,4.007,6.547,0.709
2024-05-06 01:00:00,3.188,3.137,4.027,6.406,-1.792
2024-05-06 02:00:00,3.188,3.152,4.039,6.299,0.0
2024-05-06 03:00:00,3.188,3.158,4.058,6.249,0.0
2024-05-06 04:00:00,3.188,3.163,4.078,6.226,0.0
2024-05-06 05:00:00,3.188,3.165,4.094,6.222,0.0
2024-05-06 06:00:00,3.188,3.167,4.101,6.213,0.0
2024-05-06 07:00:00,3.188,3.168,4.105,6.217,0.246
2024-05-06 08:00:00,3.188,3.17,4.107,6.224,0.095
2024-05-06 09:00:00,3.188,3.171,4.103,6.229,0.0
2024-05-06 10:00:00,3.188,3.175,4.099,6.24,0.0
2024-05-06 11:00:00,3.188,3.179,4.098,6.245,0.0
2024-05-06 12:00:00,3.188,3.184,4.089,6.255,0.0
2024-05-06 13:00:00,3.188,3.185,4.073,6.253,0.0
2024-05-06 14:00:00,3.188,3.186,4.063,6.24,0.453
2024-05-06 15:00:00,3.881,3.191,4.053,6.273,0.964
2024-05-06 16:00:00,3.881,3.198,4.041,6.325,1.072
2024-05-06 17:00:00,3.881,3.203,4.027,6.373,0.693
2024-05-06 18:00:00,3.881,3.204,4.014,6.406,0.693
2024-05-06 19:00:00,3.881,3.201,3.996,6.353,0.693
2024-05-06 20:00:00,3.881,3.197,3.986,6.318,0.693
2024-05-06 21:00:00,3.881,3.195,3.984,6.31,0.693
2024-05-06 22:00:00,3.881,3.193,3.985,6.304,0.693
2024-05-06 23:00:00,3.881,3.191,3.985,6.299,0.724
2024-05-07 00:00:00,3.881,3.191,3.986,6.302,0.693
2024-05-07 01:00:00,3.881,3.189,3.984,6.283,-3.418
2024-05-07 02:00:00,3.881,3.185,3.975,6.261,0.0
2024-05-07 03:00:00,3.881,3.181,3.963,6.25,0.0
2024-05-07 04:00:00,3.881,3.177,3.951,6.238,0.0
2024-05-07 05:00:00,3.881,3.175,3.949,6.245,0.0
2024-05-07 06:00:00,3.881,3.173,3.942,6.232,0.0
2024-05-07 07:00:00,3.881,3.172,3.934,6.241,0.494
2024-05-07 08:00:00,3.881,3.171,3.927,6.25,1.753
2024-05-07 09:00:00,3.881,3.171,3.922,6.284,3.657
2024-05-07 10:00:00,3.881,3.181,3.947,6.718,4.201
2024-05-07 11:00:00,4.174,3.197,3.93,6.829,4.199
2024-05-07 12:00:00,4.279,3.215,3.914,6.958,4.194
2024-05-07 13:00:00,3.526,3.218,3.86,6.647,4.223
2024-05-07 14:00:00,4.036,3.222,3.876,6.944,4.227
2024-05-07 15:00:00,4.365,3.216,3.882,6.983,4.212
2024-05-07 16:00:00,4.503,3.215,3.904,6.994,4.225
2024-05-07 17:00:00,4.385,3.21,3.911,6.964,4.218
2024-05-07 18:00:00,4.385,3.208,3.884,6.958,4.209
2024-05-07 19:00:00,4.039,3.19,3.865,6.779,4.226
2024-05-07 20:00:00,3.682,3.163,3.861,6.548,4.234
2024-05-07 21:00:00,3.682,3.138,3.884,6.455,4.234
2024-05-07 22:00:00,3.905,3.13,3.893,6.49,4.23
2024-05-07 23:00:00,3.905,3.116,3.905,6.42,4.232
2024-05-08 00:00:00,3.905,3.117,3.897,6.348,4.224
2024-05-08 01:00:00,3.905,3.109,3.894,6.285,0.123
2024-05-08 02:00:00,3.905,3.113,3.888,6.241,0.0
2024-05-08 03:00:00,3.905,3.106,3.889,6.222,0.0
2024-05-08 04:00:00,3.905,3.098,3.912,6.225,0.0
2024-05-08 05:00:00,3.905,3.095,3.921,6.23,0.0
2024-05-08 06:00:00,3.905,3.095,3.912,6.226,0.0
2024-05-08 07:00:00,3.905,3.094,3.895,6.228,0.517
2024-05-08 08:00:00,3.905,3.093,3.877,6.244,2.712
2024-05-08 09:00:00,3.905,3.097,3.851,6.285,4.198
2024-05-08 10:00:00,3.905,3.132,3.843,6.72,4.187
2024-05-08 11:00:00,4.037,3.158,3.805,6.938,4.192
2024-05-08 12:00:00,4.478,3.184,3.771,7.029,4.193
2024-05-08 13:00:00,3.498,3.184,3.71,6.658,4.198
2024-05-08 14:00:00,4.191,3.192,3.731,6.928,4.181
2024-05-08 15:00:00,4.555,3.214,3.731,7.068,4.186
2024-05-08 16:00:00,4.455,3.228,3.712,6.998,4.192
2024-05-08 17:00:00,4.455,3.223,3.707,6.952,4.203
2024-05-08 18:00:00,4.455,3.214,3.701,7.006,4.193
2024-05-08 19:00:00,4.33,3.204,3.689,6.886,4.194
2024-05-08 20:00:00,3.842,3.181,3.679,6.586,4.204
2024-05-08 21:00:00,3.842,3.168,3.704,6.59,4.203
2024-05-08 22:00:00,4.198,3.167,3.727,6.709,4.203
2024-05-08 23:00:00,3.831,3.16,3.735,6.67,4.204
2024-05-09 00:00:00,3.831,3.153,3.739,6.554,4.196
