time,ac_in_power(Kwh),ac_out_power(Kwh),automatic_door_power(Kwh)
2024-04-24 16:00:00,0.09999999999999787,1.6999999999999886,0.0
2024-04-24 17:00:00,0.0,1.9500000000000455,0.0
2024-04-24 18:00:00,0.10000000000000142,0.6499999999999773,0.0
2024-04-24 19:00:00,0.0,1.1000000000000227,0.0
2024-04-24 20:00:00,0.0,1.1999999999999886,0.0
2024-04-24 21:00:00,0.10000000000000142,0.0,0.0
2024-04-24 22:00:00,0.0,0.19999999999998863,0.0
2024-04-24 23:00:00,0.0,0.10000000000002274,0.0
2024-04-25 00:00:00,0.0,0.0999999999999659,0.0
2024-04-25 01:00:00,0.09999999999999787,0.19999999999998863,0.10000000000000053
2024-04-25 02:00:00,0.0,0.20000000000004547,0.0
2024-04-25 03:00:00,0.0,0.0,0.0
2024-04-25 04:00:00,0.0,0.0999999999999659,0.0
2024-04-25 05:00:00,0.10000000000000142,0.19999999999998863,0.0
2024-04-25 06:00:00,0.0,0.20000000000004547,0.0
2024-04-25 07:00:00,0.0,0.0999999999999659,0.0
2024-04-25 08:00:00,0.0,0.10000000000002274,0.0
2024-04-25 09:00:00,0.09999999999999787,1.099999999999966,0.0
2024-04-25 10:00:00,0.0,1.9500000000000455,0.0
2024-04-25 11:00:00,0.0,0.75,0.0
2024-04-25 12:00:00,0.10000000000000142,0.8499999999999659,0.09999999999999964
2024-04-25 13:00:00,0.0,2.150000000000034,0.0
2024-04-25 14:00:00,0.10000000000000497,2.3666666666666742,0.0
2024-04-25 15:00:00,0.09999999999999432,2.783333333333303,0.0
2024-04-25 16:00:00,0.10000000000000142,2.8999999999999773,0.0
2024-04-25 17:00:00,0.09999999999999787,2.3000000000000114,0.0
2024-04-25 18:00:00,0.10000000000000142,2.0500000000000114,0.0
2024-04-25 19:00:00,0.0,1.3999999999999773,0.0
2024-04-25 20:00:00,0.10000000000000142,1.3000000000000114,0.0
2024-04-25 21:00:00,0.0,1.5500000000000114,0.09999999999999964
2024-04-25 22:00:00,0.09999999999999787,1.3500000000000227,0.0
2024-04-25 23:00:00,0.0,1.1999999999999886,0.0
2024-04-26 00:00:00,0.0,1.1499999999999773,0.0
2024-04-26 01:00:00,0.10000000000000142,1.3500000000000227,0.0
2024-04-26 02:00:00,0.0,1.1999999999999886,0.0
2024-04-26 03:00:00,0.05000000000000071,1.1000000000000227,0.0
2024-04-26 04:00:00,0.04999999999999716,1.2999999999999545,0.0
2024-04-26 05:00:00,0.0,0.6000000000000227,0.0
2024-04-26 06:00:00,0.10000000000000142,0.6999999999999886,0.0
2024-04-26 07:00:00,0.0,0.6000000000000227,0.0
2024-04-26 08:00:00,0.0,0.75,0.049999999999998934
2024-04-26 09:00:00,0.10000000000000142,3.1499999999999773,0.05000000000000071
2024-04-26 10:00:00,0.09999999999999787,2.4499999999999886,0.0
2024-04-26 11:00:00,0.10000000000000142,2.650000000000034,0.0
2024-04-26 12:00:00,0.0,2.1999999999999886,0.0
2024-04-26 13:00:00,0.1999999999999993,2.8999999999999773,0.0
2024-04-26 14:00:00,0.10000000000000142,3.0,0.0
2024-04-26 15:00:00,0.09999999999999787,2.8500000000000227,0.0
2024-04-26 16:00:00,0.10000000000000142,3.0,0.0
2024-04-26 17:00:00,0.09999999999999787,2.6499999999999773,0.0
2024-04-26 18:00:00,0.10000000000000142,2.300000000000068,0.10000000000000142
2024-04-26 19:00:00,0.0,1.1499999999998636,0.0
2024-04-26 20:00:00,0.1999999999999993,1.5500000000000682,0.0
2024-04-26 21:00:00,0.10000000000000142,1.6000000000000227,0.0
2024-04-26 22:00:00,0.09999999999999787,1.2999999999999545,0.0
2024-04-26 23:00:00,0.05000000000000071,1.25,0.0
2024-04-27 00:00:00,0.05000000000000071,1.0500000000000682,0.0
2024-04-27 01:00:00,0.10000000000000142,1.0,0.0
2024-04-27 02:00:00,0.09999999999999787,1.0,0.0
2024-04-27 03:00:00,0.10000000000000142,0.7999999999999545,0.0
2024-04-27 04:00:00,0.09999999999999787,0.8000000000000682,0.0
2024-04-27 05:00:00,0.0,0.8999999999999773,0.09999999999999964
2024-04-27 06:00:00,0.10000000000000142,0.8999999999999773,0.0
2024-04-27 07:00:00,0.10000000000000142,0.7000000000000455,0.0
2024-04-27 08:00:00,0.09999999999999787,1.0,0.0
2024-04-27 09:00:00,0.10000000000000142,0.8999999999999773,0.0
2024-04-27 10:00:00,0.09999999999999787,1.1999999999999318,0.0
2024-04-27 11:00:00,0.0,1.3000000000000682,0.0
2024-04-27 12:00:00,0.10000000000000142,1.2999999999999545,0.0
2024-04-27 13:00:00,0.10000000000000142,1.2000000000000455,0.0
2024-04-27 14:00:00,0.09999999999999787,4.149999999999977,0.0
2024-04-27 15:00:00,0.1999999999999993,5.0,0.0
2024-04-27 16:00:00,0.10000000000000142,3.7000000000000455,0.09999999999999964
2024-04-27 17:00:00,0.1999999999999993,2.5499999999999545,0.0
2024-04-27 18:00:00,0.0,1.2000000000000455,0.0
2024-04-27 19:00:00,0.10000000000000142,1.1999999999999318,0.0
2024-04-27 20:00:00,0.1999999999999993,3.800000000000068,0.0
2024-04-27 21:00:00,0.15000000000000568,3.0499999999999545,0.0
2024-04-27 22:00:00,0.14999999999999147,2.7000000000000455,0.0
2024-04-27 23:00:00,0.20000000000000284,2.8999999999998636,0.0
2024-04-28 00:00:00,0.20000000000000284,2.9500000000000455,0.0
2024-04-28 01:00:00,0.19999999999999574,2.4500000000000455,0.0
2024-04-28 02:00:00,0.20000000000000284,2.5499999999999545,0.0
2024-04-28 03:00:00,0.19999999999999574,3.0499999999999545,0.09999999999999964
2024-04-28 04:00:00,0.20000000000000284,2.3500000000001364,0.0
2024-04-28 05:00:00,0.10000000000000142,2.349999999999909,0.0
2024-04-28 06:00:00,0.19999999999999574,2.2999999999999545,0.0
2024-04-28 07:00:00,0.20000000000000284,3.1000000000001364,0.0
2024-04-28 08:00:00,0.20000000000000284,3.099999999999909,0.0
2024-04-28 09:00:00,0.19999999999999574,2.900000000000091,0.0
2024-04-28 10:00:00,0.20000000000000284,3.349999999999909,0.0
2024-04-28 11:00:00,0.19999999999999574,3.25,0.0
2024-04-28 12:00:00,0.15000000000000568,3.1000000000001364,0.0
2024-04-28 13:00:00,0.14999999999999858,3.0499999999999545,0.0
2024-04-28 14:00:00,0.19999999999999574,3.5,0.09999999999999964
2024-04-28 15:00:00,0.20000000000000284,3.0,0.0
2024-04-28 16:00:00,0.20000000000000284,2.8999999999999773,0.0
2024-04-28 17:00:00,0.19999999999999574,2.699999999999932,0.0
2024-04-28 18:00:00,0.10000000000000142,2.2000000000000455,0.0
2024-04-28 19:00:00,0.10000000000000142,1.7000000000000455,0.0
2024-04-28 20:00:00,0.19999999999999574,2.0,0.0
2024-04-28 21:00:00,0.10000000000000142,1.2999999999999545,0.0
2024-04-28 22:00:00,0.10000000000000142,0.8999999999999773,0.0
2024-04-28 23:00:00,0.10000000000000142,1.1000000000000227,0.0
2024-04-29 00:00:00,0.10000000000000142,0.8999999999999773,0.0
2024-04-29 01:00:00,0.0,1.1000000000000227,0.10000000000000142
2024-04-29 02:00:00,0.09999999999999432,0.8999999999999773,0.0
2024-04-29 03:00:00,0.10000000000000142,0.6000000000000227,0.0
2024-04-29 04:00:00,0.10000000000000142,1.0,0.0
2024-04-29 05:00:00,0.10000000000000142,0.7000000000000455,0.0
2024-04-29 06:00:00,0.10000000000000142,1.0,0.0
2024-04-29 07:00:00,0.09999999999999432,0.6999999999999318,0.0
2024-04-29 08:00:00,0.10000000000000142,0.5,0.0
2024-04-29 09:00:00,0.0,2.800000000000068,0.0
2024-04-29 10:00:00,0.10000000000000142,2.699999999999932,0.0
2024-04-29 11:00:00,0.10000000000000142,2.1000000000000227,0.09999999999999964
2024-04-29 12:00:00,0.10000000000000142,1.8999999999999773,0.0
2024-04-29 13:00:00,0.09999999999999432,1.8000000000000682,0.0
2024-04-29 14:00:00,0.10000000000000142,2.0,0.0
2024-04-29 15:00:00,0.0,1.8999999999999773,0.0
2024-04-29 16:00:00,0.10000000000000142,2.0,0.0
2024-04-29 17:00:00,0.10000000000000142,2.050000000000068,0.0
